Area Name,Rural/Urban,Total Population,Good Households,Livable Households,Dilapidated Households,Tapwater from treated source,Tapwater from un-treated source,Covered well,Un-covered well,Handpump,Tubewell/Borehole,drinking water from Spring,Drinking water form River/Canal,Drinking water form Tank/Pond/Lake,Sources of Lighting -Electricity,Sources of Lighting - Kerosene,Sources of Lighting -Solar energy,No lighting,Number of households having latrine facility within the premises,Piped sewer system,Septic tank,Other system,With slab/ventilated improved pit,Without slab/  open pit,Number of households not having latrine facility within the premises,Public latrine,Bathroom,Enclosure without roof,Waste Water Closed drainage,Waste Water Open drainage,Good Fuels,Bad Fuels,Total number of households availing banking services,Radio/Transistor,Television,Computer/Laptop With Internet,Computer/Laptop Without Internet,Landline only,Mobile only,Both Mobile and Landline,Bicycle,Scooter/ Motorcycle/Moped,Car/ Jeep/Van,"Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",Types of Structure of houses-Permanent,Types of Structure of houses-Semi-Permanent,Types of Structure of houses-Total Temporary,Types of Structure of houses-Serviceable,Types of Structure of houses Non-Serviceable,Types of Structure of houses Unclassifiable
Ghikara(141),Rural,2452,34.7,57.5,7.7,76.8,15.7,0,0.4,5.9,0.8,0.2,0,0,90.2,7.3,0.2,0.6,42.7,1.3,6.3,0,34.7,0,57.3,0.2,59,15.9,3.8,83.7,31.6,0,80.8,15.1,61.7,2.1,4,0.6,77.6,3.6,51.7,24.5,2.1,2.5,87.9,11.9,0,0,0,0.2
Fatehgarh(140),Rural,3226,45.8,49.5,4.7,98.9,0.5,0.2,0.2,0,0.3,0,0,0,75.2,23.9,0,0,46.8,0.3,45.9,0,0.6,0,53.2,0,65.6,26.5,0.9,93.2,25.5,0.3,69.8,16.1,53.6,0.6,2.1,4.5,83.2,1.4,25.6,29.4,5,1.2,95.8,3,0.9,0.9,0,0.3
Kasni (139),Rural,1855,6.5,92.9,0.6,95,5,0,0,0,0,0,0,0,74.6,25.4,0,0,43.7,5.9,37.8,0,0,0,56.3,0,53.4,12.1,16.2,81.4,17.4,0,70.8,19.8,48.7,0.9,1.5,13.6,63.1,1.2,39.8,29.5,3.2,1.8,42.2,57.8,0,0,0,0
Sonf (138),Rural,1579,53.2,46.1,0.6,93.2,6.8,0,0,0,0,0,0,0,57.5,39.3,0,1,27.6,2.6,24.7,0,0,0.3,72.4,0,42.5,41.9,1.6,97.4,27.9,0,41.2,16.2,47.4,1,7.1,1.9,81.2,2.3,29.9,20.1,3.9,1.9,90.9,7.5,1.3,1.3,0,0.3
Hindol (120),Rural,2564,46,52.3,1.8,2.2,35.5,0.6,49.5,0.2,0.4,0,0,8.1,82.1,9.9,0,4.9,41.4,0.6,13.4,1.6,25.8,0,58.6,0,58,13,0,46.9,28,0,80.5,11.6,60,0,2.8,0.8,75.3,2.2,29,24.7,3.2,1.2,84.2,9.1,5.7,5.5,0.2,1
Sanwer (121),Rural,7674,56.2,42.7,1.1,52.7,13.1,5.6,2.1,20.2,0.5,0,0,0,86,12.7,0.1,0,61.2,2.8,45.3,8.7,4.3,0,38.8,0.3,62,25.2,7,86.8,23.3,0.6,61.6,19,53.2,3.1,8.3,4.8,72.2,2.6,25.5,20,4.6,1.5,68.8,28.4,1.6,1.5,0.1,1.1
Sankror (123),Rural,3712,54.4,45,0.6,89.1,2.8,0.1,2.2,5.7,0.1,0,0,0,80.5,17.1,0,0.7,48.5,0.6,43.4,4.2,0.3,0,51.5,0,58.5,15.7,14.6,74.9,34.3,0,70.3,17.9,55.7,0,2.9,1.9,60.3,0.7,28.4,17.6,2.8,0.6,78.1,20.6,1.3,1,0.3,0
Rankoli (124),Rural,1797,26.1,69,4.9,46.8,0.9,1.2,19.8,26.7,4.6,0,0,0,88.4,11.6,0,0,63.2,0,62.9,0.3,0,0,36.8,0,54.4,7.3,0,90.6,50.5,0,65,15.8,59.3,0.6,2.1,1.8,81.8,2.4,65.7,17.9,5.8,0.9,78.4,17.6,4,4,0,0
Malkosh (125),Rural,2920,30.4,61.5,8.1,92.7,1.5,0,2.4,2.4,0,0,0,0,90.1,9.8,0.2,0,48,1.5,46.5,0,0,0,52,0,57.6,13.1,0.6,71.7,4.3,0.2,66.4,13.1,50.7,0.8,1.1,2.1,56.7,0.8,52,16.9,3.2,0.9,82.9,16.9,0,0,0,0.2
Neemri (126),Rural,2072,54.5,44.5,1,47.2,0.5,0.2,0.5,51.6,0,0,0,0,95.8,4.2,0,0,46.2,1.2,45,0,0,0,53.8,0,71.4,12.7,0.5,82.4,21.2,0.2,79.7,38.6,71.1,0.5,3.4,2.9,78.2,4.6,54,24.2,2.4,1.7,71.6,28.4,0,0,0,0
Bond Kalan (127),Rural,14309,44.2,49,6.9,57.6,3.6,0.4,4.8,26.4,1,0,0,6.1,90.5,7.9,0.1,1.1,58.8,1.7,39.4,1,14.6,1,41.2,1.9,61.8,11.5,3.6,88.1,28.9,1,61.6,17.4,56.8,1.4,9.8,2.3,66.7,5.6,36.4,15.9,3.1,2.2,66.1,27.8,5.9,5.2,0.7,0.3
Bond Khurd (128),Rural,2450,44.8,54.2,1.1,96.6,1.1,0.2,0,2.1,0,0,0,0,92.1,7.3,0,0.6,61.2,0.9,6,13.3,40.9,0.2,38.8,3,69,11.6,3.2,95.9,29.1,0.8,63.6,18.2,61.2,0.2,0.6,1.5,77.1,1.3,37,19.1,2.8,0.4,83.5,15.2,0.2,0,0.2,1.1
Une Mutsilbond Kalan (129),Rural,3215,27.2,66.1,6.7,54.9,0.5,0,21.7,22.9,0,0,0,0,89.6,10.4,0,0,59.3,0,59.3,0,0,0,40.7,0,62.8,24.9,0,91,2.5,0,91,18.4,61.8,0,2.7,2.3,86.8,4,34.9,27,3.5,0.7,66.1,33.7,0.2,0,0.2,0
Ranila (130),Rural,10199,33.2,54.1,12.7,53.8,23.3,0.6,2.7,18.5,0.4,0,0,0.5,84.5,15,0,0.2,54.9,0.4,53.9,0.1,0.3,0,45.1,0,60.6,10,5.5,87,19.2,0.1,68,17.3,50.2,0.8,9.1,3.9,67.6,2.5,38.7,17.1,8.1,3.5,61.3,35.3,2.1,1.9,0.2,1.3
Phogat (122),Rural,1964,43,54.1,2.8,19.6,4.9,5.2,53.1,9.3,0.3,0,1,0,93,5.4,0,1.5,56.4,0,53.4,0.5,2.1,0,43.6,0,61.6,23.2,1.3,95.1,48.2,0,78.4,41.2,67.3,2.6,11.3,2.3,70.1,1.8,39.2,23.2,10.6,7,71.4,27.6,1,1,0,0
Sanjerwas (131),Rural,6127,55.6,40.1,4.3,28.4,2.1,10.6,24.9,27.6,4.3,0.1,0.2,1.7,85.8,13.2,0.3,0.5,43.4,0.4,8.8,0.3,33.8,0,56.6,0,50.1,17.8,0.3,93.5,23.5,0.2,73.1,8.7,52.6,0.5,11.1,2.8,65.2,1.6,17.1,14.4,3.9,2.2,76.1,21.3,2.4,2.3,0.2,0.1
Kohlawas (132),Rural,1329,23.4,68.7,7.9,32.5,28.2,0,5.2,32.1,2,0,0,0,83.7,14.7,0,1.2,45.2,0,34.9,0,9.9,0.4,54.8,0,57.5,22.2,3.2,92.1,19.4,0,70.6,39.3,61.9,1.2,1.6,2.8,82.5,3.6,48.4,27,3.6,2,92.9,5.6,1.6,0.4,1.2,0
Lamba (137),Rural,1346,32.9,56.8,10.3,52.3,2.9,0,0,44.4,0.4,0,0,0,77.8,21,1.2,0,30.5,0.4,30,0,0,0,69.5,0,26.3,60.1,0.8,91.8,25.1,2.9,53.5,23,37,0.4,6.6,2.1,87.7,2.5,35,11.1,1.2,1.6,48.1,51,0.8,0.8,0,0
Missri (136),Rural,4308,68.4,29.2,2.4,88.4,10,0,0,0.9,0.4,0,0,0,90.7,9.1,0,0,62.2,0.6,25.6,0.1,35.6,0,37.8,0.1,70.1,22.9,2.3,94.2,30.5,0.1,78.3,14.8,63.5,0.2,2.5,3.2,76.6,7.2,21.4,25.6,2.6,0.9,58.4,41,0.1,0.1,0,0.5
Mirch (135),Rural,1539,65.7,31,3.3,82.7,8.8,0,6.5,1.6,0,0,0,0,87.9,8.2,1,0,46.1,0.3,2,1,42.8,0,53.9,0.3,62.4,8.2,2.9,84,13.4,0,70.6,20.3,62.7,0.3,1.3,3.3,80.4,2,46.4,27.5,4.2,1,72.5,26.5,1,1,0,0
Kamod (134),Rural,1864,47.5,49.9,2.6,95,2.1,0,0,1.8,0,0,0,0,85.2,13.5,0,1.3,55.1,0.3,5.3,0,49.6,0,44.9,0,68.9,8.4,0.8,98.9,22.7,0,78.4,17.2,63.9,0.3,3.7,1.1,86,4.2,41.2,32.7,3.2,1.1,40.9,59.1,0,0,0,0
Jaitsri  (133),Rural,483,74.8,22.3,2.9,96.1,0,0,0,0,0,0,0,0,84.5,5.8,0,9.7,36.9,0,36.9,0,0,0,63.1,0,67,2.9,28.2,31.1,7.8,0,83.5,17.5,51.5,4.9,2.9,1,76.7,2.9,45.6,32,4.9,5.8,87.4,12.6,0,0,0,0
Jhinjar (151),Rural,5120,46.7,49,4.3,52.6,41,0.3,4.6,0.1,0.7,0.1,0,0,85.8,13.4,0.3,0.5,42.3,0.4,35.4,5.1,1.3,0,57.7,0.3,53.3,24.7,1.2,92.2,11.4,0.2,52.7,10.2,45.3,0.1,2.1,10.5,61.6,1.1,28.4,15.3,1.9,0.2,69.1,26,1.3,1.1,0.2,3.6
Bhagesri (152),Rural,2871,87.4,11.9,0.6,67.2,26,0,3.2,1,0.6,0,0,0,94.7,4.8,0,0.5,60.8,0.2,60.7,0,0,0,39.2,0,73.2,15.1,32,64,29.3,0.2,78.2,21.2,65.8,1,3.5,5.7,76.8,9.2,44.1,27.4,4,1.8,98.2,1.8,0,0,0,0
Achina (153),Rural,6770,71.6,27.9,0.5,53.7,44.2,0.2,0.8,0.1,0.1,0.1,0,0,93.1,6.7,0.1,0.1,62.5,0.3,28.5,33.7,0,0,37.5,0.1,68.5,17,0.9,95.9,34.3,0,84.7,13.2,66.5,1.3,6.6,2.1,70.3,6,37.4,23.7,3.3,2.1,87.5,12.2,0.4,0.4,0,0
Bas Mutsil Ranila (154),Rural,2456,51.5,45,3.5,41.3,1.1,0,55.2,0.6,1.5,0,0,0,88.3,9.5,0.4,0.9,43.1,0,22.5,0,14.5,5.4,56.9,0,55.4,27.3,3.7,78.6,10.4,0.2,78.4,11.9,54.8,0.4,2.4,0.4,76.6,3.9,33.8,14.5,3.9,0.9,86.8,5.4,1.9,1.9,0,5.8
Bigowa (155),Rural,3211,31.2,64.5,4.3,25.7,69.8,0,0,4.3,0,0,0,0,86.4,12.6,0,1,53.2,0.2,1,0,52.1,0,46.8,0.3,70.1,15.3,0.5,98.7,6,0,62.4,18.7,63.5,1.5,5.1,2,80.1,1.7,36.3,26.5,3,2.5,83.4,13.9,2.7,1,1.7,0
Kidara (156),Rural,82,100,0,0,6.2,75,0,0,18.8,0,0,0,0,100,0,0,0,31.2,0,0,0,31.2,0,68.8,0,81.2,6.2,6.2,93.8,0,0,56.2,43.8,68.8,6.2,6.2,0,93.8,6.2,43.8,43.8,12.5,6.2,100,0,0,0,0,0
Morwala (157),Rural,1756,58.8,36.9,4.3,1.2,91.9,0,0,0,6.9,0,0,0,92.2,6.1,0,0,46.4,0.3,46.1,0,0,0,53.6,0,70,24.2,0,93.4,30.5,0,85.3,21,66,0.9,1.7,2,85.3,1.4,40.3,27.4,5.2,1.4,56.2,36.3,7.5,7.5,0,0
Imlota (159),Rural,6077,59.8,38.4,1.8,44.4,44.9,0.8,0,9.8,0.1,0,0,0,92.9,6.8,0.1,0.1,67.6,0.4,67.1,0,0,0,32.4,0,69.8,15.3,8.6,81.7,18.5,0.1,73.4,32.1,68.2,0.9,3.4,0.9,74.5,2,45.4,31.8,3,1.9,88.7,10.8,0.5,0.5,0,0
Sarupgarh (160),Rural,1766,30.4,57.7,11.9,79.1,3.2,0,0.3,15.9,0.3,0,0,0,81.7,16.8,0,0.3,60.6,11.3,43.2,2,3.8,0,39.4,0,64.9,12.8,2,86.4,37.4,0,75.4,24.9,64.3,0.9,4.3,2,61.4,3.8,31,27.5,7.5,2.9,69.9,19.4,2.9,2.9,0,7.8
Neemli (161),Rural,3694,49.5,48.7,1.8,76.1,5.3,0,0,14.9,3.5,0,0,0,91.1,8.6,0,0,50.8,2.2,11.7,21.1,15.8,0,49.2,0,58.1,20.8,2.1,56.9,9.9,1.8,60.7,18.2,62.9,0.4,6.6,0.9,86.4,2.4,37.1,29.2,2.2,2.2,89.2,10.6,0.1,0.1,0,0
Santor(162),Rural,2086,76.6,20.7,2.8,99.7,0.3,0,0,0,0,0,0,0,90.4,9.6,0,0,60.3,59.5,0.3,0.3,0,0,39.7,0,66.7,16.3,18.7,81,37.7,0,76.6,21.5,60.9,0.8,0.8,1.4,75.5,0.6,29.2,20.4,3.6,1.1,92.6,3.9,3.6,3.3,0.3,0
Bhagvi (163),Rural,4229,47.3,49.9,2.7,0.4,98.7,0,0.1,0.4,0.1,0,0,0.3,87.3,12.7,0,0,60.1,1.7,4.9,0.4,53.1,0,39.9,0.1,69.8,17,0.5,96.9,44,0,82.3,24.4,64.8,0.3,1.2,1.2,83,1.8,25.2,23.4,11.4,0.7,63.6,36,0.3,0.3,0,0.1
Kanehti (158),Rural,1644,33.2,64.6,2.2,5.1,85.4,0,0,0.9,7.6,0,0,0,85.4,14.2,0.3,0,45.3,0.3,2.2,0,42.7,0,54.7,0,67.4,17.7,2.5,94.9,11.1,0.9,83.5,20.3,54.1,0.9,4.4,3.5,79.1,1.6,39.9,24.4,2.8,1.6,86.7,12,1.3,0.9,0.3,0
Loharwara (150),Rural,3374,49.7,47.3,3,74.5,4.8,0.2,9.2,10.9,0.2,0,0,0.2,90.5,8.6,0,0.2,46.5,1.4,12.4,0,32.8,0,53.5,0,56.8,20.4,2.3,76.4,14.5,0,59.5,17.8,59.8,0.6,2.1,0.8,61.6,1.5,22.7,18.6,2.1,1.4,84.6,14.5,0.9,0.8,0.2,0
Khatiwas (149),Rural,1875,47.8,48.1,4.1,74.9,9.6,0,12.6,2.7,0,0,0,0,98.4,1.6,0,0,64.8,2.7,51.6,10.4,0,0,35.2,0.8,71,8.7,3.3,83.9,18.6,0,55.5,19.1,56,0.5,2.7,12.3,73.2,2.2,35,29.8,7.9,2.2,64.2,31.7,2.2,1.9,0.3,1.9
Rawaldhi (148),Rural,5186,40.6,56.9,2.4,95.8,1.6,0,0.3,2.1,0.1,0,0,0,95.3,4,0.5,0,61.6,1.9,35.4,0,22.2,2,38.4,0,69.8,10.2,2.8,96.3,22.5,0.1,78.1,31.2,75.2,1.1,1.8,1.9,78.3,1.4,74.9,28.3,4.2,1.7,97.8,1.8,0.3,0.3,0,0.1
Samaspur (164),Rural,6323,47.1,49.5,3.4,93.2,0.8,0,2.7,1.7,0.9,0,0.6,0,91.3,7.9,0,0.5,52.2,0.7,34.8,9.4,6,0,47.8,2.5,60.8,7.9,6.9,85.5,39.8,0.2,72.7,15.2,60.7,0.8,3.8,1.7,74.3,1,39.5,20.8,2.8,1.7,83.9,9.7,5.4,2.5,2.9,1
Birsamaspur (165) ,Rural,4490,0,100,0,0,0,0,0,100,0,0,0,0,33.3,66.7,0,0,0,0,0,0,0,0,100,0,0,33.3,0,0,0,0,33.3,100,0,0,0,0,66.7,0,100,0,0,0,100,0,0,0,0,0
Dhani (166),Rural,1749,45.9,51.5,2.7,56.6,19.9,4.9,0.7,8.5,9.1,0,0,0,86,13.2,0.5,0.2,59.1,0.7,40.7,3.8,13.9,0,40.9,0.4,57.7,19.9,9.6,80,23.5,0.2,84.5,29.8,67.4,1.6,16.5,6.3,78.5,1.7,53.2,27.6,13.5,7.9,82.6,16.6,0.2,0.2,0,0.6
Patuwas (167),Rural,2917,45.3,47.5,7.1,95.7,1.2,0,0,0,2.5,0,0,0,91.3,8.7,0,0,41.6,0.3,7.8,0,33.5,0,58.4,0,50.9,33.2,6.5,82.3,11.5,0,83.5,28.3,62.4,0,1.2,0.6,78.9,1.9,48.8,23.3,3.1,0.3,82.6,15.2,1.9,1.9,0,0.3
Mehrana (168),Rural,1561,41.2,50.7,8.1,86.6,0.7,0.7,1.4,0.2,5.9,0,0,0,87.8,11.5,0,0.7,55.7,0.5,36.9,0,18.3,0,44.3,0.4,68.8,8.1,1.4,75.6,19.9,0,75.3,15.1,69.5,0.7,2.5,1.3,77.1,0.4,55.9,27.4,4.1,2.2,84.1,12,2.2,2,0.2,1.8
Kheri Sanwal (169),Rural,833,15.8,81.5,2.7,0,0,0,1.3,0,12.4,0,0,2.3,85.6,14.4,0,0,44,0,44,0,0,0,56,0,58.1,24.5,0.3,46.3,1.7,0.3,91.6,10.4,71.8,1,1.7,0.3,87.2,1.7,25.2,32.2,3.4,0.7,96,0.7,0.7,0.3,0.3,2.7
Tikan Kalan (170),Rural,1244,77.6,17.7,4.8,100,0,0,0,0,0,0,0,0,99.3,0,0,0.7,96.6,0,96.6,0,0,0,3.4,0,95.2,0.7,6.8,90.5,40.1,0,93.2,91.2,87.8,0.7,1.4,0.7,89.8,1.4,76.9,49.7,8.2,1.4,70.1,28.6,1.4,1.4,0,0
Kapuri (171),Rural,3437,67.9,32.1,0,95.7,1.7,0.4,0,1.7,0,0,0,0,96.6,3.4,0,0,69.2,0,69.2,0,0,0,30.8,0.4,72.6,13.2,76.9,21.8,6,2.6,75.6,30.8,66.7,0.9,4.3,2.6,88.5,0.9,63.7,32.5,4.7,4.3,85,14.1,0.4,0.4,0,0.4
Ghasola (172),Rural,3253,78.8,19.6,1.7,98.9,0.2,0,0,0.2,0.8,0,0,0,94.1,5.3,0.3,0.2,53.6,0.2,53.1,0,0.3,0,46.4,0,67.1,12,27.2,59.6,15.6,0,74.4,17.8,67.1,1.1,2,0.6,92.1,1.1,46.7,33.2,3.3,1.4,96.5,3,0.5,0.5,0,0
Mori (173),Rural,2123,14,72.3,13.7,77.5,2.5,0.2,2.9,0.2,9,0,0,2.9,86.3,12.8,0,0.5,51.2,0,1,0,49.8,0,48.8,0.2,67.7,7.9,0.5,69.8,3.4,0,96.8,33.3,65,0.5,1.9,1.7,67.1,4.2,34.3,32.6,4.4,1.4,77.9,22.1,0,0,0,0
Gothra (77),Rural,1554,73.2,21.7,5.1,0,82.6,0,0,0,17.4,0,0,0,93.7,6.3,0,0,34.8,0,0,1.3,33.6,0,65.2,0,68.4,29,0,100,0,0,90.2,74.7,68.4,0.5,0.5,2,91.7,0.5,66.9,21,1,0.8,99,0.8,0,0,0,0.3
Santhoshpura (76),Rural,1610,41.3,57.2,1.4,2.5,96.4,0.4,0,0,0.4,0,0,0,82.2,15.6,0,0,32.6,0,0,0,31.2,0,67.4,0,57.6,21,0,26.1,31.2,0,62,13.4,48.6,0.4,1.4,1.1,77.2,0.7,23.6,25.7,2.5,0.4,67,32.6,0,0,0,0.4
Makrani (75),Rural,3733,54.6,44.4,1,61.7,0,0,0,0,0,0,0,37.3,83.1,16.6,0,0.3,25.1,0,0.3,0,24.4,0,74.9,0,46.1,8.8,1.4,65.4,40,0,77.3,16.6,46.1,0.3,1.4,1.4,74.9,1,28.5,15.9,8.8,1,93.6,6.1,0.3,0.3,0,0
Makrana (174),Rural,56337,47.1,45.5,7.4,73.4,25,0,0,0.4,1,0,0,0.1,90.7,9.3,0,0,41.3,0.1,18.1,0.1,22.7,0,58.7,0,54.1,27.5,2.2,89.5,11.7,0,72.5,39.5,59.6,1,1.4,1.5,87,0.8,40.2,21.8,3.8,1.1,67.5,5.2,0.8,0.8,0,26.5
Charkhi Dadri (MC),Urban,4269,54.8,41.6,3.5,80,7.2,0.5,0.1,5.5,2.5,0,0,0.2,94.9,3,0.1,0.3,88.6,50.5,29.4,1,7,0.1,11.4,0.2,87.5,4.6,34,55.3,74.1,0.7,72.9,15.1,78.4,5.5,12.5,6.2,71.7,9,54.1,36.4,10.4,11.9,87.9,10.4,1.1,0.8,0.3,0.6
Charkhi Dadri (MC) - Ward No.1,Urban,4411,70.4,25.9,3.8,80.4,1.9,0.3,0,2.2,0.5,0,0,0,92.4,7.3,0,0,87.5,11.4,65.9,0.6,9.2,0,12.5,0,89.2,2.9,20.2,42.6,67.4,0.2,81.6,29.3,82.6,12.1,13.7,6.5,78.4,9.2,63.4,49.9,15.5,21.8,96,1.7,2.1,0,2.1,0.2
Charkhi Dadri (MC) - Ward No.2,Urban,3581,81.6,17.5,0.9,99.8,0.2,0,0,0,0,0,0,0,100,0,0,0,99.2,68.5,18.3,0.8,11.6,0,0.8,0,98.9,0.2,60.6,38.1,96.6,1.3,96.2,7.4,95.1,6.1,15,3,83.8,10.4,58.6,56.4,14.8,16.8,99.7,0.2,0,0,0,0.1
Charkhi Dadri (MC) - Ward No.3,Urban,990,56.9,36.8,6.2,92.9,1.3,0,0.1,1.6,3.1,0,0,0.1,99,0.9,0,0.1,96.3,18.6,77.7,0,0,0,3.7,0,95.5,2.4,18.6,64.2,80.5,0.1,77.4,8.5,84.4,5.1,11.6,6.1,84.8,4.6,65.2,36.1,8.2,11.1,94.1,4.9,0.7,0.7,0,0.3
Charkhi Dadri (MC) - Ward No.4,Urban,3312,72.8,27.2,0,95,0,0,0,0,5,0,0,0,97.5,0,0.5,1.5,95,88.6,5.9,0,0.5,0,5,0,88.6,2.5,81.7,14.4,87.6,0.5,80.2,14.9,85.1,8.4,11.4,1.5,67.3,20.3,45,39.6,16.8,16.8,99,1,0,0,0,0
Charkhi Dadri (MC) - Ward No.5,Urban,4278,53.4,41.9,4.7,17.8,6.6,0,0.2,63.3,10.3,0,0,0.2,96.2,3.2,0.2,0.3,76.8,6.3,65,0,5.3,0,23.2,0.5,81.9,7.2,5.3,88.1,61.7,0.6,67.4,11.9,66.4,3.2,11.3,4.5,77.4,5.1,59.3,30.9,8,8.3,92,5.9,2,2,0,0.2
Charkhi Dadri (MC) - Ward No.6,Urban,2957,49.7,41.8,8.6,54.1,15,0.1,0,3.4,19.7,0,0,0.8,94.7,1.2,0.1,1.2,83.7,9.1,54.7,0.1,19.4,0.1,16.3,0,83.1,8.4,6.9,77.4,64.2,0.1,74.3,28,76.7,3,9.5,5.8,75.8,3,62.6,34.7,8.6,7.8,92.5,6,1.4,1.3,0.1,0.1
Charkhi Dadri (MC) - Ward No.7,Urban,2907,44.9,51.6,3.5,81.3,6.8,0,0,11.8,0.2,0,0,0,96.2,3.1,0,0.3,87.5,84.1,2.9,0,0.5,0,12.5,0.7,87,4.2,64.3,27.4,83.4,3.7,73.3,9.9,80.9,4.7,8.5,4.2,66,16.3,50.8,35.7,8.8,8.7,89.6,6.8,2.9,2.8,0.2,0.7
Charkhi Dadri (MC) - Ward No.8,Urban,2835,63.3,34.7,1.9,77,13.9,0.4,0,0,0.2,0,0,0.2,93.3,6,0,0.5,89.1,32.8,29.8,8.2,17.9,0.4,10.9,0,90.5,3.2,60.9,13.7,78.6,0.2,82.1,28.1,84.4,11.8,21.4,16.5,57.5,20,53,49.3,23.9,21.2,95.6,4,0.4,0.4,0,0
Charkhi Dadri (MC) - Ward No.9,Urban,2883,56.3,37.2,6.5,95.6,0.3,0,0,3.5,0.2,0.2,0,0,97.6,1.7,0,0,99,95.1,3.7,0,0.2,0,1,0.2,91.8,4.9,68.7,31.3,89.3,0.9,75.7,11.4,81.3,7,8.4,4.4,66.8,19.4,51.9,48.4,9.8,12.4,95.1,3.7,1,1,0,0.2
Charkhi Dadri (MC) - Ward No.10,Urban,3508,74.6,24.9,0.5,97.9,0.7,0.2,0,1.3,0,0,0,0,99.3,0.7,0,0,98.7,96.4,2.1,0,0.2,0,1.3,0.2,97.9,0.7,84.6,14,94.3,1.3,75,14.3,84.3,12.3,13.8,19.5,60.5,8.2,58.5,35.6,8.6,15.9,96.2,3.8,0,0,0,0
Charkhi Dadri (MC) - Ward No.11,Urban,2103,25.8,69,5.2,74.2,2.3,4.1,0,0,0,0,0,0,74.6,11.8,0,0.2,65,37.9,13.8,5.7,6,1.5,35,0,59.5,20.6,10.2,80.7,38.7,0.3,49.7,4.1,55,0.9,4.9,2.6,53.5,0.6,32.7,4.7,4,0.6,85.8,13.1,0.8,0.8,0,0.3
Charkhi Dadri (MC) - Ward No.12,Urban,3609,25.4,72.2,2.5,90.9,4.7,0,0.2,0,0,0,0,0.5,80,7.9,0,1,70.4,32.5,37.7,0,0,0,29.6,1.5,74.6,4.2,19.7,77.6,29.6,0.7,43.3,8.6,46.8,0.5,4.2,1.2,49.8,0.2,33.3,14,2.5,1.7,79.8,16.5,1.5,1.5,0,2.2
Charkhi Dadri (MC) - Ward No.13,Urban,2496,49.6,48.8,1.6,91.2,1.5,0.3,0.1,0.7,0.1,0,0,0,94.5,3.4,0.1,0.3,82.2,55.8,24.9,0.9,0,0,17.8,0,84.3,2.7,22.2,71.4,68.2,0.5,68.5,17,72.7,4.6,18.4,9.3,72.6,5.8,53.8,27.3,15,12,79.1,19.9,0.1,0.1,0,0.9
Charkhi Dadri (MC) - Ward No.14,Urban,2897,66.1,32.8,1,97.1,1.7,0.4,0,0.6,0,0,0,0,98.5,0.2,0.2,0.2,95.6,94.4,1.3,0,0,0,4.4,0.2,88.1,6.1,40.6,59,90.4,0.4,61.3,7.3,86.4,5.9,22.4,9.4,73.8,8.4,51.9,40.2,6.3,14,72.2,20.9,0.4,0.2,0.2,6.5
Charkhi Dadri (MC) - Ward No.15,Urban,2426,51.9,42.4,5.7,88.1,11.6,0,0,0,0,0.4,0,0,99.2,0.4,0,0.2,96.8,94.3,2.1,0,0.4,0,3.2,0,92.2,1.9,63.6,36.2,76.5,0.4,66.5,16.9,77.5,5.7,7.4,2.7,72.7,12.9,54.9,36,6.8,11,66.5,29.9,2.5,2.5,0,1.1
Charkhi Dadri (MC) - Ward No.16,Urban,1441,60.5,35.9,3.6,86,11,0,0,2.4,0.2,0,0,0,98.8,0.8,0,0.4,96.2,42.3,36.1,0.8,16.8,0,3.8,0,95.8,2,31.7,50.3,76.4,0.4,78.6,17,84,3,16.6,2.4,78.8,8.2,49.1,44.3,15.4,12.6,94.8,4.4,0.2,0,0.2,0.6
Charkhi Dadri (MC) - Ward No.17,Urban,3157,25.5,72.5,2,6.4,92.6,0,0,1,0,0,0,0,99.5,0.5,0,0,93.6,54.9,13.7,0.5,0,0,6.4,0,78.9,1.5,5.4,94.6,88.7,0,59.8,3.4,73,2.5,4.9,5.9,69.6,7.8,51,28.9,7.4,4.9,59.3,40.2,0.5,0.5,0,0
Charkhi Dadri (MC) - Ward No.18,Urban,2277,24.2,74.6,1.2,96.8,1.8,0,0,1.4,0,0,0,0,99.4,0.3,0,0,96.9,80.9,15.5,0,0,0,3.1,1.7,94.6,2.3,2.2,97.7,92.2,0.8,72.6,9.2,87.8,2.6,13.4,2,75.1,13.5,49.5,32.2,5.4,9.8,74.6,25.2,0,0,0,0.2
Charkhi Dadri (MC) - Ward No.19,Urban,118084,69.6,28.3,2.1,71.9,21.7,3.5,0.5,0.7,0,0,0,1.6,94.5,4.8,0.7,0,79.3,21.7,20,1.2,35.9,0.2,20.7,0,79.5,5.8,11.3,59.9,48.2,0.2,73.7,24.4,71,2.5,13.1,7.8,75.6,4.4,58.5,30,8.1,12,80.6,15.9,3.5,1.8,1.6,0
Sub-Dist - Badhra,Total,118084,54.7,42.3,3,20.8,38.7,1.2,3.6,0,35.1,0,0,0.1,85.3,14.2,0,0.2,43.6,1.5,14.4,0.7,27,0,56.4,0.2,60.7,13.9,2.4,64.1,16.5,0.2,70.8,22,45.5,0.8,3.6,1.3,79.3,1.7,14,17.8,4.8,1.5,90.9,6.7,1.5,1.3,0.3,0.8
